pdb_id,organism_scientific_name,tax_id,organism_synonyms,rank,genus,superkingdom,molecule_name,molecule_synonym,molecule_type,entity_id,modified_residue_flag,mutation_type,uniprot_accession,uniprot_id,gene_name,interacting_molecules,interacting_ligands,compound_id,compound_name,compound_systematic_name,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues
3m3s,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6U8,R1A_CVHSA,1a,,,,,,33833.613,2,612,1,0,2,306
3m3t,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,"Expression tag,Engineered mutation",P0C6U8,R1A_CVHSA,1a,,,,,,33934.645,1,308,1,0,1,307
3m3v,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,"Expression tag,Engineered mutation",P0C6U8,R1A_CVHSA,1a,,,,,,33932.66,2,616,1,0,2,306
3sn8,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,,S89 : N-[(2S)-1-hydroxy-3-phenylpropan-2-yl]-Nalpha-[(2E)-3-phenylprop-2-enoyl]-L-phenylalaninamide,S89,S89 : N-[(2S)-1-hydroxy-3-phenylpropan-2-yl]-Nalpha-[(2E)-3-phenylprop-2-enoyl]-L-phenylalaninamide,"S89 : N-[(2S)-1-hydroxy-3-phenylpropan-2-yl]-Nalpha-[(2E)-3-phenylprop-2-enoyl]-L-phenylalaninamide,S89 : (2S)-N-[(2S)-1-oxidanyl-3-phenyl-propan-2-yl]-3-phenyl-2-[[(E)-3-phenylprop-2-enoyl]amino]propanamide",33876.637,1,306,1,1,1,306
3sna,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,Peptide aldehyde inhibitor Ac-NSFSQ-H,,"ACE,ECC","ACE : ACETYL GROUP,ECC : (4S)-4-amino-5-hydroxypentanamide","ACE : acetaldehyde,ACE : ethanal,ECC : (4S)-4-amino-5-hydroxypentanamide,ECC : (4S)-4-azanyl-5-oxidanyl-pentanamide",33344.055,2,307,2,0,2,301
3snb,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,Peptide aldehyde inhibitor Ac-DSFDQ-H,,"ACE,ECC","ACE : ACETYL GROUP,ECC : (4S)-4-amino-5-hydroxypentanamide","ACE : acetaldehyde,ACE : ethanal,ECC : (4S)-4-amino-5-hydroxypentanamide,ECC : (4S)-4-azanyl-5-oxidanyl-pentanamide",33876.637,2,312,2,0,2,306
3snc,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,Peptide aldehyde inhibitor Ac-NSTSQ-H,DMS : DIMETHYL SULFOXIDE,"ACE,DMS,ECC","ACE : ACETYL GROUP,DMS : DIMETHYL SULFOXIDE,ECC : (4S)-4-amino-5-hydroxypentanamide","ACE : acetaldehyde,DMS : methylsulfinylmethane,ACE : ethanal,ECC : (4S)-4-amino-5-hydroxypentanamide,DMS : dimethyl sulfoxide,ECC : (4S)-4-azanyl-5-oxidanyl-pentanamide",33876.637,2,312,2,1,2,306
3snd,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,Peptide aldehyde inhibitor Ac-ESTLQ-H,"MRD : (4R)-2-METHYLPENTANE-2\,4-DIOL","ACE,MRD,ECC","ACE : ACETYL GROUP,MRD : (4R)-2-METHYLPENTANE-2\,4-DIOL,ECC : (4S)-4-amino-5-hydroxypentanamide","ACE : acetaldehyde,ACE : ethanal,ECC : (4S)-4-amino-5-hydroxypentanamide,ECC : (4S)-4-azanyl-5-oxidanyl-pentanamide,MRD : (4R)-2-methylpentane-2\,4-diol",33876.637,4,624,2,1,4,306
3sne,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,Peptide aldehyde inhibitor Ac-ESTLQ-H,MES : 2-(N-MORPHOLINO)-ETHANESULFONIC ACID,"MES,ACE,ECC","MES : 2-(N-MORPHOLINO)-ETHANESULFONIC ACID,ACE : ACETYL GROUP,ECC : (4S)-4-amino-5-hydroxypentanamide","MES : 2-morpholin-4-ium-4-ylethanesulfonate,ACE : acetaldehyde,ACE : ethanal,ECC : (4S)-4-amino-5-hydroxypentanamide,ECC : (4S)-4-azanyl-5-oxidanyl-pentanamide",33876.637,2,312,2,1,2,306
3szn,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,,G75 : ETHYL (4R)-4-({N-[(BENZYLOXY)CARBONYL]-L-PHENYLALANYL}AMINO)-5-[(3S)-2-OXOPYRROLIDIN-3-YL]PENTANOATE,G75,G75 : ETHYL (4R)-4-({N-[(BENZYLOXY)CARBONYL]-L-PHENYLALANYL}AMINO)-5-[(3S)-2-OXOPYRROLIDIN-3-YL]PENTANOATE,"G75 : ethyl (4R)-5-[(3S)-2-oxidanylidenepyrrolidin-3-yl]-4-[[(2S)-3-phenyl-2-(phenylmethoxycarbonylamino)propanoyl]amino]pentanoate,G75 : ethyl (4R)-4-({N-[(benzyloxy)carbonyl]-L-phenylalanyl}amino)-5-[(3S)-2-oxopyrrolidin-3-yl]pentanoate",33876.637,1,306,1,1,1,306
3tit,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,,G81 : ETHYL (4R)-4-{[N-(TERT-BUTOXYCARBONYL)-L-PHENYLALANYL]AMINO}-5-[(3S)-2-OXOPYRROLIDIN-3-YL]PENTANOATE,G81,G81 : ETHYL (4R)-4-{[N-(TERT-BUTOXYCARBONYL)-L-PHENYLALANYL]AMINO}-5-[(3S)-2-OXOPYRROLIDIN-3-YL]PENTANOATE,"G81 : ethyl (4R)-4-{[N-(tert-butoxycarbonyl)-L-phenylalanyl]amino}-5-[(3S)-2-oxopyrrolidin-3-yl]pentanoate,G81 : ethyl (4R)-4-[[(2S)-2-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenyl-propanoyl]amino]-5-[(3S)-2-oxidanylidenepyrrolidin-3-yl]pentanoate",33876.637,1,306,1,1,1,306
3tiu,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,,"DMS : DIMETHYL SULFOXIDE,G82 : ETHYL (5S\,8S\,11R)-8-BENZYL-5-(3-TERT-BUTOXY-3-OXOPROPYL)-3\,6\,9-TRIOXO-11-{[(3S)-2-OXOPYRROLIDIN-3-YL]METHYL}-1-PHENYL-2-OXA-4\,7\,10-TRIAZATETRADECAN-14-OATE","G82,DMS","G82 : ETHYL (5S\,8S\,11R)-8-BENZYL-5-(3-TERT-BUTOXY-3-OXOPROPYL)-3\,6\,9-TRIOXO-11-{[(3S)-2-OXOPYRROLIDIN-3-YL]METHYL}-1-PHENYL-2-OXA-4\,7\,10-TRIAZATETRADECAN-14-OATE,DMS : DIMETHYL SULFOXIDE","G82 : tert-butyl (4S)-5-[[(2S)-1-[[(2R)-5-ethoxy-5-oxidanylidene-1-[(3S)-2-oxidanylidenepyrrolidin-3-yl]pentan-2-yl]amino]-1-oxidanylidene-3-phenyl-propan-2-yl]amino]-5-oxidanylidene-4-(phenylmethoxycarbonylamino)pentanoate,DMS : methylsulfinylmethane,G82 : ethyl (5S\,8S\,11R)-8-benzyl-5-(3-tert-butoxy-3-oxopropyl)-3\,6\,9-trioxo-11-{[(3S)-2-oxopyrrolidin-3-yl]methyl}-1-phenyl-2-oxa-4\,7\,10-triazatetradecan-14-oate (non-preferred name),DMS : dimethyl sulfoxide",33876.637,1,306,1,2,1,306
3tns,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,,"G83 : ETHYL (5S\,8S\,11R)-8-BENZYL-5-(2-TERT-BUTOXY-2-OXOETHYL)-3\,6\,9-TRIOXO-11-{[(3S)-2-OXOPYRROLIDIN-3-YL]METHYL}-1-PHENYL-2-OXA-4\,7\,10-TRIAZATETRADECAN-14-OATE",G83,"G83 : ETHYL (5S\,8S\,11R)-8-BENZYL-5-(2-TERT-BUTOXY-2-OXOETHYL)-3\,6\,9-TRIOXO-11-{[(3S)-2-OXOPYRROLIDIN-3-YL]METHYL}-1-PHENYL-2-OXA-4\,7\,10-TRIAZATETRADECAN-14-OATE","G83 : ethyl (5S\,8S\,11R)-8-benzyl-5-(2-tert-butoxy-2-oxoethyl)-3\,6\,9-trioxo-11-{[(3S)-2-oxopyrrolidin-3-yl]methyl}-1-phenyl-2-oxa-4\,7\,10-triazatetradecan-14-oate (non-preferred name),G83 : ethyl (4R)-4-[[(2S)-2-[[(2S)-4-[(2-methylpropan-2-yl)oxy]-4-oxidanylidene-2-(phenylmethoxycarbonylamino)butanoyl]amino]-3-phenyl-propanoyl]amino]-5-[(3S)-2-oxidanylidenepyrrolidin-3-yl]pentanoate",33876.637,1,306,1,1,1,306
3tnt,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,,G85 : N-[(benzyloxy)carbonyl]-O-tert-butyl-L-seryl-N-{(2R)-5-ethoxy-5-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]pentan-2-yl}-L-phenylalaninamide,G85,G85 : N-[(benzyloxy)carbonyl]-O-tert-butyl-L-seryl-N-{(2R)-5-ethoxy-5-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]pentan-2-yl}-L-phenylalaninamide,"G85 : ethyl (4R)-4-[[(2S)-2-[[(2S)-3-[(2-methylpropan-2-yl)oxy]-2-(phenylmethoxycarbonylamino)propanoyl]amino]-3-phenyl-propanoyl]amino]-5-[(3S)-2-oxidanylidenepyrrolidin-3-yl]pentanoate,G85 : N-[(benzyloxy)carbonyl]-O-tert-butyl-L-seryl-N-[(1R)-4-ethoxy-4-oxo-1-{[(3S)-2-oxopyrrolidin-3-yl]methyl}butyl]-L-phenylalaninamide",33876.637,1,306,1,1,1,306
3v3m,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,,"0EN : N-[(1R)-2-(tert-butylamino)-2-oxo-1-(pyridin-3-yl)ethyl]-N-(4-tert-butylphenyl)furan-2-carboxamide,DMS : DIMETHYL SULFOXIDE","0EN,DMS","0EN : N-[(1R)-2-(tert-butylamino)-2-oxo-1-(pyridin-3-yl)ethyl]-N-(4-tert-butylphenyl)furan-2-carboxamide,DMS : DIMETHYL SULFOXIDE","DMS : methylsulfinylmethane,0EN : N-[(1R)-2-(tert-butylamino)-2-oxo-1-(pyridin-3-yl)ethyl]-N-(4-tert-butylphenyl)furan-2-carboxamide,DMS : dimethyl sulfoxide,0EN : N-[(1R)-2-(tert-butylamino)-2-oxidanylidene-1-pyridin-3-yl-ethyl]-N-(4-tert-butylphenyl)furan-2-carboxamide",33876.637,1,306,1,2,1,306
3vb3,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,,"PEG : DI(HYDROXYETHYL)ETHER,EDO : 1\,2-ETHANEDIOL","EDO,PEG","EDO : 1\,2-ETHANEDIOL,PEG : DI(HYDROXYETHYL)ETHER","PEG : 2\,2'-oxydiethanol,EDO : ethane-1\,2-diol,PEG : 2-(2-hydroxyethyloxy)ethanol",33876.637,2,612,1,2,2,306
3vb4,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,B4Z inhibitor,"EDO : 1\,2-ETHANEDIOL,GOL : GLYCEROL","EDO,BOC,0JU,GOL","EDO : 1\,2-ETHANEDIOL,BOC : TERT-BUTYL HYDROGEN CARBONATE,0JU : (4S\,5Z)-4-amino-5-iminopentanamide,GOL : GLYCEROL","EDO : ethane-1\,2-diol,BOC : tert-butyl hydrogen carbonate,0JU : (4S\,5Z)-4-amino-5-iminopentanamide,0JU : (4S)-4-azanyl-5-azanylidene-pentanamide,GOL : propane-1\,2\,3-triol",33876.637,4,622,2,2,4,306
